customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15597901,609,France,Male,34,1,0,1,1,1,181177,Retention
15731507,456,France,Female,33,1,188285,1,0,0,58363,Retention
15809826,728,France,Female,46,2,109705,1,1,0,20276,Churn
15764237,663,Spain,Male,33,9,0,2,0,0,91514,Retention
15769917,673,Germany,Female,34,1,127122,3,0,1,76703,Retention
15641850,717,France,Male,40,0,98241,1,1,0,110887,Retention
15770974,741,Germany,Female,37,8,170840,2,0,0,109843,Retention
15803749,498,Germany,Female,41,4,87541,2,1,1,12577,Churn
15684999,850,France,Female,26,4,62610,2,0,1,179365,Retention
15770225,493,France,Male,36,9,0,2,1,1,65816,Retention
15627484,686,France,Female,47,5,113328,1,1,0,124170,Retention
15610337,666,Spain,Male,35,2,104832,1,1,0,175015,Retention
15752488,733,Spain,Female,31,9,102289,1,1,1,115441,Retention
15610056,631,Germany,Female,34,6,125227,2,0,1,128247,Retention
15806049,714,Germany,Female,49,5,140510,1,1,0,141914,Retention
15736069,767,Germany,Female,35,6,132253,1,1,0,115566,Churn
15763662,711,Germany,Male,43,2,39043,2,1,1,175423,Retention
15615575,722,France,Male,34,8,0,2,1,1,133447,Retention
15691723,631,Spain,Male,55,9,99685,1,1,0,114474,Retention
15774098,701,Germany,Male,38,3,125385,2,0,1,52044,Retention
15750808,790,Spain,Male,46,2,131365,2,1,1,180290,Retention
15744368,633,Spain,Male,58,6,98308,1,1,1,132034,Retention
15610594,644,France,Female,37,8,0,2,1,0,20968,Retention
15756125,757,Spain,Male,44,5,140856,2,1,0,158735,Retention
15623277,696,France,Female,30,8,0,2,1,1,196134,Retention
15795954,746,France,Male,35,2,172274,1,1,0,22374,Retention
15671969,649,Spain,Male,36,8,0,2,1,0,161668,Retention
15791268,565,Spain,Male,38,0,122447,1,0,0,67339,Retention
15713655,720,France,Female,38,10,0,2,1,1,56229,Churn
15633930,648,Spain,Female,56,6,157559,2,1,0,140991,Churn
15712849,632,Germany,Male,41,3,126550,1,0,0,177644,Churn
15639077,622,France,Female,30,2,158584,3,1,0,142342,Churn
15808784,835,France,Male,28,2,163569,2,1,1,154559,Retention
15648577,493,France,Female,31,3,0,1,1,1,176570,Churn
15670345,785,Germany,Female,33,6,127211,1,0,0,191961,Retention
15633112,681,Germany,Male,42,3,118199,2,1,0,9452,Churn
15714397,621,Germany,Female,30,2,101014,2,1,1,165257,Retention
15780038,756,Spain,Male,38,6,119208,1,1,0,169763,Churn
15756305,515,France,Female,66,6,0,2,1,1,160663,Retention
15578799,625,France,Female,58,10,53772,1,1,1,192072,Churn
15800326,717,Spain,Female,39,6,0,2,1,0,93275,Retention
15785485,595,Germany,Female,41,2,138878,1,0,1,112269,Retention
15783958,539,Spain,Female,37,1,130922,2,0,0,2186,Retention
15727546,762,France,Male,35,9,0,2,1,1,43075,Retention
15739576,706,Spain,Male,20,8,0,2,1,1,12368,Retention
15631333,677,Spain,Female,25,8,130866,1,1,0,42410,Retention
15604782,733,Germany,Female,33,7,187257,1,0,1,190430,Retention
15589643,684,Spain,Female,41,7,0,1,1,1,138394,Retention
15585533,679,France,Male,36,6,147733,1,0,1,172501,Retention
15681506,478,Spain,Male,43,1,0,2,1,1,197916,Retention
15630551,696,France,Male,33,2,163139,1,1,1,7035,Retention
15698349,686,Spain,Female,35,4,0,2,1,1,159676,Retention
15776631,466,France,Female,36,5,119540,1,0,1,80603,Retention
15762216,686,France,Female,41,4,129553,2,1,0,187599,Retention
15623927,576,France,Male,55,9,0,2,1,1,94450,Retention
15681402,763,Germany,Female,61,1,66101,1,1,1,143981,Retention
15586264,572,France,Male,43,2,140431,1,1,0,26450,Churn
15594685,757,France,Female,49,2,0,2,0,0,164482,Retention
15812945,582,France,Female,29,0,0,1,1,1,84012,Retention
15734628,623,France,Female,35,5,0,2,1,0,101192,Retention
15629323,617,Germany,Female,37,4,116471,2,1,0,175324,Churn
15666823,425,France,Male,39,4,0,2,1,0,197226,Retention
15777553,659,France,Female,56,9,123785,1,1,0,99504,Churn
15613097,605,France,Female,33,4,0,2,0,1,83700,Retention
15622217,538,France,Female,38,8,88758,2,0,0,28226,Churn
15703588,665,Germany,Male,25,5,153611,2,1,0,35321,Retention
15570835,491,Germany,Female,57,4,112044,1,1,1,41229,Churn
15679299,726,Spain,Female,27,7,123826,1,0,1,78970,Retention
15808044,580,France,Female,65,9,106804,3,1,0,107890,Churn
15579208,550,France,Female,48,6,0,2,1,1,191870,Retention
15684951,542,France,Female,59,2,68892,2,1,0,7905,Churn
15667620,732,France,Female,43,6,0,2,1,0,65731,Retention
15582960,473,France,Female,33,5,125827,1,0,1,145698,Retention
15590730,745,Spain,Male,34,9,0,2,1,0,50046,Retention
15763747,732,France,Male,36,7,0,2,1,1,60830,Retention
15778320,848,Germany,Female,40,5,148495,1,0,0,158853,Retention
15642787,572,France,Male,37,1,133043,1,0,0,111243,Retention
15624633,702,France,Male,45,9,74989,1,1,1,171014,Retention
15766765,664,Germany,Male,39,7,60263,1,1,0,170835,Retention
15783615,630,Germany,Male,50,3,129370,4,1,1,47775,Churn
15640161,618,Germany,Male,44,5,157955,2,0,0,139297,Retention
15619889,556,France,Male,26,4,0,1,1,0,195167,Retention
15579166,619,France,Female,30,7,70729,1,1,1,160948,Retention
15789097,644,France,Male,48,8,0,2,0,1,44965,Churn
15674880,658,Spain,Male,50,2,0,2,1,0,52137,Retention
15778157,598,Spain,Male,27,8,90721,2,1,0,109296,Retention
15779064,677,France,Male,27,2,0,2,1,1,20092,Retention
15801265,689,Spain,Female,45,0,57784,1,1,0,197804,Churn
15589204,591,France,Male,33,9,131765,1,1,0,118782,Retention
15664543,699,France,Male,40,7,0,1,0,1,152876,Churn
15582714,749,Germany,Male,47,9,110022,1,0,1,135655,Churn
15797595,709,France,Female,40,9,131569,1,1,1,103970,Retention
15614034,607,Germany,Male,61,2,164523,2,1,1,35786,Retention
15763171,650,Germany,Female,25,2,114330,1,1,1,25325,Retention
15647266,651,Spain,Female,45,10,135923,1,1,0,18732,Retention
15757577,676,France,Female,61,8,0,2,1,1,118522,Retention
15736656,723,France,Female,49,4,0,2,0,1,89972,Retention
15635078,714,Spain,Male,45,0,124693,1,0,1,187194,Retention
15680141,759,Spain,Female,35,7,147936,1,1,1,106785,Retention
15576945,582,France,Male,29,0,0,1,1,0,142516,Retention
15602034,697,France,Female,34,2,126558,1,1,0,73334,Retention
15732020,610,Germany,Male,57,6,106938,2,0,1,186612,Retention
15611029,488,Germany,Female,33,4,140002,1,1,0,123613,Retention
15621210,599,Germany,Male,46,9,123444,1,1,1,31368,Churn
15569222,781,France,Male,32,6,147107,1,1,1,40066,Retention
15664639,645,France,Male,19,9,128514,1,0,0,175969,Retention
15724223,545,France,Female,55,5,0,1,0,0,10034,Churn
15644621,597,Germany,Female,40,9,106756,2,1,0,151167,Retention
15756056,561,Spain,Female,28,3,0,2,1,0,191387,Retention
15700353,662,France,Female,37,6,0,2,1,0,51229,Retention
15624388,649,Germany,Female,50,5,155393,1,1,1,87351,Churn
15627212,630,France,Female,36,2,110414,1,1,1,48984,Retention
15648005,672,Spain,Male,33,2,0,2,1,1,182738,Retention
15681446,636,Germany,Female,37,9,157098,1,1,1,153535,Retention
15775888,593,Germany,Female,38,5,85626,1,1,1,125079,Retention
15749019,545,Germany,Male,45,6,93796,2,1,1,162321,Retention
15709928,567,Spain,Female,41,1,0,2,1,0,3414,Retention
15784676,583,France,Male,51,6,125268,2,1,0,165082,Retention
15748116,681,France,Female,29,2,148143,1,1,1,52021,Retention
15612193,762,Spain,Male,29,10,115545,2,1,0,148256,Retention
15762984,648,Spain,Male,35,7,0,2,0,0,122899,Retention
15613713,644,France,Male,30,5,44928,1,1,1,10771,Retention
15664204,706,Spain,Male,29,2,0,2,1,1,18255,Retention
15639415,850,France,Male,35,3,162442,1,1,0,183566,Retention
15806332,484,Spain,Female,39,5,0,2,1,1,175224,Retention
15614929,508,Germany,Male,28,0,96213,2,1,0,147913,Retention
15695492,439,France,Female,29,6,156569,1,1,0,180598,Retention
15635972,484,Spain,Male,36,8,0,2,1,0,186136,Retention
15616380,803,Spain,Female,37,1,0,2,0,0,7455,Retention
15581440,724,Germany,Female,48,6,110463,2,1,1,80552,Churn
15654390,640,France,Male,33,7,154575,1,1,0,25722,Churn
15660688,701,Spain,Female,35,9,0,2,0,0,170996,Retention
15806307,537,France,Male,37,3,0,2,1,1,20603,Retention
15647975,651,Germany,Male,26,5,147037,1,0,0,141763,Retention
15595728,523,Germany,Male,41,0,119276,1,0,0,122284,Churn
15735388,717,France,Female,25,7,108664,2,1,0,190011,Retention
15788535,593,Spain,Male,44,5,0,1,1,0,128046,Retention
15765902,706,Germany,Male,38,5,163034,2,1,1,135662,Retention
15642345,714,Germany,Female,49,4,93059,1,1,0,7571,Churn
15641250,794,Spain,Male,38,9,179581,1,1,0,23596,Retention
15706163,518,Germany,Male,46,4,113625,1,0,0,92727,Churn
15746708,589,Germany,Male,55,7,119961,1,1,0,65156,Churn
15775203,824,France,Male,45,3,129209,1,0,0,60151,Retention
15787907,719,Germany,Female,42,5,137227,3,1,0,149097,Churn
15646764,617,Germany,Female,58,3,119024,2,1,0,35199,Churn
15678284,651,France,Male,35,7,74623,3,1,0,129451,Churn
15726791,637,Spain,Female,45,2,157929,1,1,1,145134,Churn
15813144,554,France,Female,26,7,92606,2,1,0,192709,Retention
15669342,731,Germany,Male,35,2,127862,2,1,0,139083,Retention
15710366,569,Spain,Female,42,1,0,1,1,1,83629,Churn
15614934,625,Germany,Female,37,4,142711,1,1,0,35625,Retention
15588701,592,France,Female,38,4,0,2,1,0,35338,Retention
15665438,669,France,Male,43,1,163159,1,0,1,15602,Retention
15644896,663,Germany,Male,32,3,108586,1,1,1,182355,Retention
15670205,518,Germany,Female,41,5,110624,1,1,0,89327,Retention
15635776,686,Germany,Female,43,5,154846,2,1,1,151903,Retention
15791053,709,Germany,Male,45,4,122917,1,1,1,11,Churn
15644005,571,France,Female,33,9,0,2,0,1,77519,Retention
15796343,707,France,Female,31,2,82787,2,0,0,91423,Retention
15751057,701,Germany,Male,32,5,102500,1,0,0,106287,Retention
15623430,672,France,Male,34,9,0,2,1,0,161800,Retention
15682600,620,Germany,Male,39,9,159492,1,1,0,80582,Churn
15769312,557,Spain,Male,48,10,0,2,1,1,185094,Retention
15708212,648,Spain,Female,54,7,118241,1,1,0,172586,Churn
15650258,479,France,Female,35,2,113090,1,1,0,195649,Retention
15604345,730,France,Female,22,9,65763,1,1,1,145792,Retention
15578297,737,Germany,Female,43,1,125537,1,1,0,138510,Churn
15671789,616,France,Male,31,3,94263,2,1,0,168895,Retention
15726186,639,Spain,Male,29,4,133434,2,1,0,97983,Retention
15764618,815,Spain,Female,39,6,0,1,1,1,85167,Retention
15730738,786,Spain,Male,31,9,0,2,1,1,18210,Retention
15637650,549,France,Male,50,9,94748,2,0,1,13608,Retention
15606267,622,France,Female,38,4,98640,1,1,1,110457,Retention
15625904,624,France,Male,26,9,74681,2,0,0,31231,Retention
15654463,841,France,Male,34,4,0,2,1,0,141582,Retention
15774151,614,Spain,Female,41,7,179915,1,0,0,14666,Churn
15693259,676,France,Male,30,1,128207,1,1,1,55400,Retention
15642468,697,France,Male,42,9,132739,2,0,0,174667,Retention
15758531,732,France,Female,40,10,0,2,1,0,154189,Retention
15728352,623,France,Male,27,4,120509,1,0,0,142170,Retention
15637240,541,France,Male,46,4,124547,2,1,0,94499,Retention
15595588,773,Spain,Female,39,4,0,2,0,1,182081,Retention
15778395,762,Germany,Male,34,4,88815,2,1,0,68562,Churn
15711825,655,Spain,Female,35,1,82231,2,1,0,88798,Retention
15599251,602,Germany,Male,32,7,184715,2,1,0,113781,Retention
15570004,850,France,Male,31,3,0,2,1,0,121866,Retention
15656912,649,Spain,Male,51,4,0,1,1,1,150390,Retention
15657342,850,Germany,Male,28,4,147972,1,1,0,60708,Churn
15716284,543,France,Male,43,9,0,2,1,1,78858,Retention
15672374,672,France,Male,52,8,170008,1,0,0,56407,Churn
15732476,600,France,Female,27,3,0,2,0,1,125698,Retention
15747724,671,Spain,Female,34,10,0,1,1,0,23235,Retention
15633877,706,Spain,Female,42,8,95386,1,1,1,75732,Retention
15672516,541,Germany,Male,51,7,90373,2,1,0,179861,Retention
15607827,711,Germany,Male,34,4,133467,2,1,1,42976,Retention
15751336,630,Spain,Male,30,3,0,2,0,1,10486,Retention
15646539,531,France,Male,31,3,96288,1,1,0,56794,Retention
15756901,641,France,Female,26,4,91547,2,0,1,28157,Retention
15809286,631,Germany,Male,37,8,138292,2,0,0,152422,Churn
15759021,685,France,Male,35,9,0,1,1,0,167033,Retention
15725039,702,Spain,Male,32,8,71667,1,1,1,126082,Retention
15579130,708,Germany,Female,43,0,118994,1,1,0,181499,Churn
15754112,653,Spain,Male,55,7,0,2,1,1,41967,Retention
15735522,654,Germany,Male,37,2,145610,2,0,0,186300,Retention
15613326,596,France,Female,33,1,138162,1,1,0,85412,Retention
15739502,549,Germany,Female,31,9,135020,2,1,1,23343,Retention
15670914,754,France,Male,38,2,0,2,1,0,180698,Retention
15604073,815,Germany,Female,25,8,135161,1,1,1,136071,Retention
15806027,556,France,Female,52,9,0,1,1,0,175149,Churn
15574886,706,France,Male,32,6,94486,1,1,1,146949,Retention
15707120,850,France,Male,46,9,117640,1,1,0,88920,Retention
15800845,732,Spain,Female,33,8,111379,1,1,1,45098,Retention
15603914,614,France,Male,40,6,0,1,1,1,20339,Churn
15722765,580,Spain,Female,57,0,136820,1,0,1,108528,Retention
15783305,593,France,Female,46,7,98752,1,1,0,145560,Retention
15574842,653,Germany,Female,25,2,158266,3,1,1,199357,Retention
15607837,746,France,Female,29,4,105599,1,1,1,43106,Retention
15714877,662,France,Female,29,10,0,2,1,0,137508,Retention
15782941,573,France,Male,31,2,0,2,1,1,91957,Retention
15630167,684,Spain,Female,39,4,139723,1,1,1,120612,Retention
15759038,793,France,Female,41,3,141806,1,1,0,102921,Retention
15661821,798,Germany,Female,49,5,132571,1,1,1,31686,Churn
15728006,524,France,Male,40,2,180516,1,1,0,180002,Retention
15712176,816,France,Male,31,8,0,2,1,1,28407,Retention
15689351,742,Germany,Female,41,4,92805,1,0,1,73743,Churn
15782247,540,France,Male,22,4,0,3,1,1,186233,Churn
15769064,537,Germany,Male,39,3,135309,1,1,0,31728,Churn
15718153,759,Spain,Female,74,6,128917,1,1,1,48244,Retention
15613189,774,France,Female,52,2,56580,1,1,0,113266,Churn
15661734,608,Germany,Male,42,8,131390,2,1,0,71178,Retention
15592645,704,Spain,Male,37,4,0,2,0,0,25684,Retention
15768387,581,France,Male,41,8,0,2,0,0,29737,Retention
15792525,628,Germany,Female,61,1,97361,1,1,1,149922,Churn
15586976,566,France,Female,42,6,0,1,1,0,180702,Churn
15790659,701,Spain,Male,59,7,0,2,0,1,27597,Retention
15691446,735,Spain,Male,29,10,0,2,1,1,95025,Retention
15772632,680,France,Female,34,1,0,2,1,0,167035,Retention
15706587,560,France,Male,57,0,0,2,0,1,116781,Retention
15572461,663,Germany,Female,29,4,102714,2,0,0,21170,Retention
15654409,665,France,Female,34,5,67816,1,1,1,29641,Retention
15568025,758,France,Male,51,8,81710,1,1,1,116520,Retention
15715769,621,France,Male,26,2,75237,1,0,1,44220,Retention
15667458,764,Germany,Male,28,10,124023,1,1,0,166188,Retention
15567980,537,Germany,Female,46,5,100727,1,0,1,140857,Churn
15679294,589,France,Female,46,10,107238,2,1,0,37024,Retention
15606507,555,France,Male,24,5,0,2,1,0,27513,Retention
15578825,734,France,Female,29,0,139994,1,1,0,17744,Retention
15619935,783,Spain,Female,59,9,126224,1,1,1,4423,Retention
15636089,678,Germany,Female,51,1,145751,1,0,0,109718,Churn
15727490,661,France,Male,47,5,0,1,0,1,107243,Churn
15591766,607,Spain,Female,25,4,121166,1,0,1,115288,Retention
15641629,537,Spain,Female,38,1,0,2,0,1,41233,Retention
15813303,513,Spain,Male,88,10,0,2,1,1,52952,Retention
15756920,576,France,Male,63,9,70655,1,0,0,78955,Churn
15726403,660,Germany,Male,41,1,129901,1,1,0,26025,Churn
15592765,637,France,Male,40,8,125470,1,1,1,174536,Retention
15704442,672,France,Female,53,9,169406,4,1,1,147311,Churn
15641136,629,France,Male,32,2,0,2,0,1,77965,Retention
15725818,583,Germany,Male,40,4,107041,1,1,1,5635,Retention
15612071,763,Spain,Female,32,10,95153,1,0,1,81310,Retention
15719809,516,Germany,Male,32,3,145166,2,0,0,111421,Retention
15716518,617,France,Female,27,4,0,2,0,0,190269,Retention
15742210,700,France,Male,38,9,65962,1,1,1,100950,Retention
15630617,727,Germany,Male,36,6,140418,1,1,1,113033,Churn
15720838,689,Spain,Female,31,3,139799,1,0,1,120663,Retention
15595537,626,Germany,Male,49,9,171787,2,1,0,187192,Retention
15623196,686,France,Male,38,6,149238,1,1,1,97825,Retention
15679249,351,Germany,Female,57,4,163146,1,1,0,169621,Churn
15693199,739,France,Female,37,8,0,2,1,0,191557,Churn
15661219,627,France,Male,32,10,0,2,1,0,103287,Retention
15617136,451,Germany,Female,38,9,61482,1,1,1,167538,Retention
15760294,512,France,Female,41,8,145150,1,1,0,64869,Churn
15652808,774,France,Female,41,5,126670,1,1,0,102426,Retention
15657139,652,France,Female,40,8,84390,2,0,1,107876,Retention
15803790,638,Germany,Male,37,2,89728,2,1,1,37294,Retention
15764105,475,France,Female,57,1,0,2,1,0,89248,Retention
15672610,567,Spain,Male,40,4,118628,1,0,0,91973,Retention
15766896,750,France,Male,37,3,0,2,1,0,16870,Retention
15587735,850,France,Male,39,6,96863,1,1,1,121681,Retention
15659501,753,France,Female,38,6,142263,1,0,1,33730,Retention
15745001,683,Spain,Female,36,7,0,2,1,0,104786,Retention
15651140,710,France,Female,32,3,0,1,1,0,94790,Retention
15571148,645,Spain,Female,21,1,0,2,0,0,28726,Retention
15776824,714,France,Male,28,6,122724,1,1,1,67057,Retention
15633141,696,Germany,Female,35,4,174902,1,1,0,69079,Retention
15764174,612,Spain,Female,26,4,0,2,1,1,179780,Retention
15778155,520,Germany,Female,31,3,108914,1,1,1,183572,Churn
15715920,782,Spain,Male,23,10,98052,1,1,1,142587,Retention
15671917,666,France,Male,46,5,123873,1,1,1,177844,Retention
15666548,466,Germany,Female,56,2,111920,3,1,0,197634,Churn
15625623,567,France,Female,45,4,0,2,0,1,121053,Retention
15748123,613,France,Male,20,3,0,2,1,1,149613,Retention
15648735,718,France,Male,37,8,0,2,1,1,142,Retention
15634974,614,France,Female,37,8,75150,4,0,1,131766,Churn
15713378,711,France,Male,38,10,0,2,0,0,53311,Retention
15753370,691,Germany,Female,38,5,114753,1,1,0,107665,Retention
15782659,527,France,Male,32,0,0,1,1,0,109523,Retention
15583364,476,France,Female,32,6,111871,1,0,0,112132,Retention
15625942,619,Spain,Female,45,0,0,2,0,0,113645,Retention
15720284,607,Germany,Female,37,4,135927,1,0,0,180890,Retention
15679642,695,Spain,Male,44,8,0,2,1,1,70974,Retention
15628007,653,France,Male,33,1,0,2,0,0,53379,Retention
15661974,677,France,Male,46,2,57037,1,1,1,158531,Retention
15689341,655,France,Female,50,10,0,4,1,0,179267,Churn
15607993,625,France,Female,52,2,79468,1,1,1,84606,Retention
15693267,679,Germany,Female,34,7,121063,1,1,0,56984,Retention
15769522,734,France,Male,51,1,118537,1,1,1,116912,Retention
15755825,666,France,Male,39,10,0,2,1,0,102999,Retention
15598175,592,Germany,Female,26,4,105082,2,1,0,132801,Retention
15744327,564,France,Male,40,4,0,1,1,0,85455,Churn
15798666,814,France,Female,36,6,0,2,1,1,98657,Retention
15577064,592,Germany,Male,36,2,104702,2,1,0,107948,Retention
15759436,758,France,Female,50,2,95813,3,1,1,67944,Churn
15690231,612,Spain,Female,62,0,167026,2,1,1,192892,Retention
15751561,498,Germany,Male,61,7,102453,1,1,0,187247,Churn
15739068,638,Germany,Male,25,4,148045,2,1,1,114722,Retention
15758056,558,France,Male,35,1,0,2,0,0,111687,Retention
15742269,756,France,Female,24,1,0,2,1,0,184182,Retention
15726490,782,Spain,Male,52,4,0,1,1,1,52759,Churn
15738411,505,France,Male,34,10,104498,1,0,1,126451,Retention
15727919,671,Spain,Female,29,6,0,2,0,0,12048,Retention
15709396,801,France,Male,42,6,0,2,1,1,95804,Retention
15654106,604,France,Male,26,8,149542,2,0,1,197911,Retention
15621653,716,France,Female,29,10,87946,1,1,1,182531,Retention
15598086,624,France,Female,45,3,68639,1,1,0,168002,Churn
15752300,607,Germany,Male,47,4,148826,1,1,1,79450,Retention
15658693,827,France,Female,60,2,0,2,0,1,60615,Retention
15631838,606,France,Male,61,5,108166,2,0,1,8643,Retention
15803804,717,Germany,Female,35,5,103214,1,1,0,172172,Retention
15578809,651,Germany,Male,40,1,134760,2,0,0,174434,Churn
15752026,691,France,Male,58,3,0,1,0,1,194930,Churn
15723706,573,France,Female,33,0,90124,1,1,0,137476,Retention
15752838,723,Spain,Male,38,6,0,2,1,1,94415,Retention
15569571,584,Germany,Female,46,6,87361,2,1,0,120376,Churn
15769703,550,Germany,Female,45,8,111257,1,0,0,97623,Churn
15679770,611,France,Female,61,3,131583,4,0,1,66238,Churn
15791102,549,Germany,Male,41,9,95020,3,1,1,131710,Churn
15655192,850,Spain,Female,24,1,0,2,0,1,69052,Retention
15709487,668,Germany,Male,34,5,80242,2,0,0,56780,Retention
15687130,686,France,Female,43,0,0,1,1,1,170072,Retention
15755178,660,France,Male,50,1,0,3,1,1,191849,Churn
15634772,682,Spain,Female,59,0,122661,1,0,1,84803,Retention
15617197,524,France,Male,50,4,0,2,1,1,31840,Churn
15631240,645,France,Female,36,8,0,2,1,1,12096,Churn
15784301,850,France,Male,42,0,0,2,1,0,44165,Retention
15631310,537,France,Female,53,3,0,1,1,1,91406,Retention
15756560,599,Spain,Female,46,7,81742,2,1,0,83282,Retention
15732270,727,Spain,Male,71,8,0,1,1,1,198446,Churn
15739357,756,Spain,Male,30,2,145127,1,0,0,7554,Retention
15771540,755,France,Male,38,9,148912,1,1,0,80416,Retention
15567486,634,Spain,Female,41,4,0,2,1,1,164549,Retention
15714634,837,France,Male,26,4,89900,2,1,0,175477,Retention
15727021,727,Germany,Female,30,8,119027,2,1,1,137903,Retention
15650670,567,Germany,Female,40,2,105222,2,1,0,93795,Retention
15711834,650,Spain,Female,30,6,0,1,0,0,67997,Churn
15729763,655,Spain,Male,34,1,116114,1,1,1,49492,Retention
15646566,763,France,Female,58,9,187911,1,0,1,35825,Retention
15645463,843,France,Female,27,5,0,2,1,1,67494,Retention
15672144,667,France,Female,38,6,144432,1,1,1,73963,Churn
15596088,705,France,Female,50,4,77065,2,0,1,145159,Retention
15614878,660,Germany,Female,29,6,180520,1,1,1,123850,Retention
15635240,553,France,Male,42,1,0,2,0,0,23822,Retention
15775905,612,Germany,Female,47,6,130024,1,1,1,45750,Churn
15700657,641,Germany,Female,40,2,110086,1,1,0,159773,Retention
15611905,513,Spain,Female,31,5,174853,1,1,0,84238,Retention
15652527,680,France,Male,44,7,108724,1,0,1,72330,Retention
15785865,711,France,Male,58,9,91285,2,1,1,26767,Retention
15645942,689,Spain,Male,40,2,0,2,1,1,164768,Retention
15688691,665,Germany,Female,51,9,110610,2,0,1,1112,Churn
15592736,551,Germany,Male,54,5,102994,1,1,0,176680,Churn
15673529,645,Spain,Male,36,4,59893,2,1,0,43999,Retention
15724145,616,Germany,Male,29,8,149318,1,1,0,140746,Retention
15704629,582,France,Female,32,1,116409,1,0,1,152790,Retention
15597896,365,Germany,Male,30,0,127760,1,1,0,81537,Churn
15731790,697,Germany,Female,38,6,132591,1,1,1,7387,Churn
15634719,704,France,Male,31,0,0,2,1,0,183038,Retention
15703205,656,France,Female,46,5,113402,2,1,1,138849,Retention
15567333,712,France,Female,31,7,0,2,1,0,170333,Retention
15754537,748,France,Male,40,0,0,1,0,0,60416,Retention
15612030,724,France,Male,28,9,0,2,1,1,100240,Retention
15573242,691,France,Male,50,6,136953,1,1,1,2704,Retention
15601892,563,France,Male,33,8,0,2,0,1,68815,Retention
15663885,741,France,Male,32,5,0,1,1,1,64839,Retention
15701096,778,France,Male,44,8,123863,1,1,0,144494,Retention
15710450,848,Spain,Male,22,7,120811,1,1,1,185510,Retention
15790846,634,Germany,Male,38,2,148430,1,1,1,56055,Retention
15658956,505,Germany,Male,40,6,47869,2,1,1,155061,Retention
15755223,692,Germany,Male,53,7,150926,2,0,0,119817,Retention
15787318,537,Germany,Female,47,6,103163,1,1,0,16259,Churn
15737310,633,France,Male,29,10,130206,1,1,0,184654,Retention
15763665,833,France,Female,28,4,136674,2,0,0,5278,Retention
15668818,592,Spain,Female,40,2,200322,1,1,1,113244,Retention
15765812,587,Spain,Male,48,1,0,2,1,1,8908,Retention
15704844,550,Spain,Male,62,7,80927,1,0,1,64490,Retention
15744582,680,France,Female,24,10,0,3,1,0,154971,Churn
15616700,622,Spain,Female,41,9,0,2,1,1,155786,Retention
15683521,594,Germany,Male,28,0,142574,2,1,0,129084,Retention
15583049,643,Germany,Female,34,7,160426,1,0,1,188533,Retention
15643752,540,France,Male,25,5,116160,1,1,0,13411,Retention
15620398,635,Spain,Female,34,5,98683,2,1,0,15733,Retention
15715707,657,France,Male,32,3,118829,2,1,1,73127,Retention
15814209,814,France,Male,31,1,118870,1,1,0,101704,Retention
15733768,600,France,Male,32,1,0,1,1,1,101986,Retention
15755242,682,France,Female,46,2,0,1,1,1,114442,Retention
15729412,682,France,Male,38,4,107192,1,1,1,15669,Retention
15746564,566,France,Male,42,3,108010,1,1,1,157486,Retention
15588446,550,Spain,Male,34,3,0,2,0,0,131281,Retention
15665221,630,France,Male,26,7,129837,2,0,1,197001,Retention
15640846,546,Germany,Female,58,3,106458,4,1,0,128881,Churn
15700209,486,France,Male,63,9,97009,1,1,1,85101,Retention
15658360,762,Spain,Male,35,9,122929,2,0,0,149822,Retention
15602735,692,Germany,Male,45,6,152296,4,0,1,108040,Churn
15724834,498,France,Female,30,1,0,2,0,0,135795,Retention
15800062,850,Spain,Male,49,8,0,1,0,0,25867,Churn
15685300,603,France,Male,35,6,128993,2,1,0,130483,Retention
15760102,551,France,Female,36,5,0,1,1,0,183479,Retention
15787026,627,Germany,Male,27,0,185267,2,1,1,77027,Retention
15653696,515,France,Female,28,9,0,2,0,0,94141,Retention
15788946,605,Spain,Female,29,3,116805,1,0,0,4092,Retention
15600724,567,Germany,Male,29,5,129750,1,1,0,109257,Retention
15574324,568,Germany,Female,29,2,129177,2,0,1,104617,Retention
15707144,571,Germany,Male,25,6,82506,2,1,0,167705,Retention
15775891,634,Germany,Male,48,2,107247,1,1,1,103712,Churn
15711789,768,Spain,Female,42,3,0,1,0,0,161242,Churn
15600879,554,Germany,Female,36,3,157780,2,1,0,6089,Retention
15681196,629,France,Male,35,1,172170,1,1,1,159777,Retention
15716000,638,Spain,Male,48,2,0,2,1,1,7919,Retention
15766776,576,France,Male,41,1,0,1,1,1,188274,Retention
15680278,661,Spain,Female,42,9,75361,1,1,0,27608,Churn
15688637,592,France,Female,27,4,0,2,1,1,183569,Retention
15591179,702,Spain,Male,30,2,0,2,1,1,145537,Retention
15677435,647,France,Female,29,0,98263,2,1,0,164717,Retention
15698619,593,France,Male,43,9,0,2,1,1,76357,Retention
15581036,712,Germany,Female,40,3,109308,2,1,0,120158,Churn
15622117,625,Spain,Female,31,8,0,2,1,0,151843,Retention
15599301,538,Germany,Female,28,6,164365,1,0,1,5698,Retention
15581548,637,Spain,Female,22,5,98800,1,1,0,122865,Retention
15586870,632,France,Male,27,4,193125,1,1,1,152665,Retention
15735263,736,France,Male,27,5,51522,1,0,1,192131,Retention
15765322,755,France,Male,23,5,84284,2,1,1,62851,Retention
